Bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,zipcode,sqft_living15,sqft_lot15,price_range
3,2,[1496-1696],>=54863,1,0,Good,OK,Good Quality And Desgin,[1540-1789],NoBasement,1998,98022,[2658-2908],[13651-14050],[300000-400000)
3,2.25,[1697-1897],[10283-11870],2,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],NoBasement,1980,98028,[1654-1904],[11651-12050],[400000-500000)
3,1,[893-1093],[5026-5776],1,0,Very Poor,OK,Average Quality And Design,[790-1039],NoBasement,1951,98115,[1403-1653],[6051-6450],[500000-600000)
3,2.5,[1697-1897],[3524-4274],2,0,Very Poor,OK,Average Quality And Design,[1540-1789],NoBasement,1992,98031,[1654-1904],[3451-3650],[200000-300000)
3,1,[1295-1495],[9532-10282],1,0,Very Poor,OK,Average Quality And Design,[790-1039],[312-462],1953,98004,[2407-2657],[9251-9650],[900000-1000000)
2,1,[692-892],[8030-8780],1,0,Very Poor,Good,Bad Quality And Design,[790-1039],NoBasement,1944,98178,[1152-1402],[6451-6850],[100000-200000)
3,1.75,[1496-1696],[2021-3523],1,0,Very Poor,Good,Average Quality And Design,[790-1039],[765-915],1952,98117,[1152-1402],[3851-4050],[400000-500000)
3,2.5,[2300-2500],[4275-5025],2,0,Very Poor,OK,Average Quality And Design,[2290-2539],NoBasement,2005,98056,[2407-2657],[4851-5250],[400000-500000)
4,4,[2501-2701],[5777-6527],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],[1218-1368],1962,98199,[1905-2155],[5651-6050],[700000-800000)
3,1,[893-1093],[5777-6527],1,0,Very Poor,OK,Average Quality And Design,[790-1039],<=160,1947,98125,[1403-1653],[6051-6450],[200000-300000)
4,2.75,[1697-1897],[6528-7278],2,0,Very Poor,OK,Good Quality And Desgin,[1790-2039],NoBasement,2001,98001,[2156-2406],[6451-6850],[200000-300000)
3,2.75,[1898-2098],[2021-3523],2.5,0,Very Poor,OK,Good Quality And Desgin,[1790-2039],NoBasement,1924,98103,[1654-1904],[3051-3250],[700000-800000)
3,2.5,[2501-2701],[10283-11870],2,0,Very Poor,OK,Good Quality And Desgin,[1790-2039],[765-915],1988,98006,[2658-2908],[9651-10050],[700000-800000)
3,1.75,[1697-1897],[14751-21509],1,0,Very Poor,Excellent,Good Quality And Desgin,[1540-1789],NoBasement,1977,98058,[1905-2155],[8851-9250],[400000-500000)
2,1,[692-892],[4275-5025],1,0,Very Poor,Good,Bad Quality And Design,[540-789],NoBasement,1926,98118,[1152-1402],[4851-5250],[200000-300000)
6,4.5,[3104-3304],[7279-8029],2,0,Very Poor,OK,Good Quality And Desgin,[3290-3539],NoBasement,1980,98052,[2407-2657],[7251-7650],[500000-600000)
3,2.25,[1295-1495],[8781-9531],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],[312-462],1984,98023,[1403-1653],[6051-6450],[200000-300000)
4,2.5,[3305-3505],[10283-11870],2,0,OK,OK,Good Quality And Desgin,[3290-3539],NoBasement,1995,98027,[3662-3912],[13251-13650],[900000-1000000)
4,3.25,[2903-3103],[4275-5025],2,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],[765-915],2012,98027,[2156-2406],[2451-2650],[800000-900000)
4,2.5,[1898-2098],[21510-37540],2,0,Very Poor,OK,Average Quality And Design,[2040-2289],NoBasement,2011,98168,[1905-2155],[13651-14050],[300000-400000)
3,2,[2300-2500],[14751-21509],1,0,Poor,Excellent,Good Quality And Desgin,[1290-1539],[916-1066],1979,98034,[2909-3159],[13651-14050],[700000-800000)
4,3.5,[3908-4108],[10283-11870],2,0,Very Poor,OK,Good Quality And Desgin,[4040-4289],NoBasement,2005,98053,>=3913,[8051-8450],[900000-1000000)
4,2.5,[2300-2500],[8030-8780],2,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],NoBasement,1999,98092,[2658-2908],[6851-7250],[300000-400000)
4,1.5,[1295-1495],[8030-8780],1.5,0,Very Poor,OK,Average Quality And Design,[1290-1539],NoBasement,1922,98178,[1403-1653],[8851-9250],[300000-400000)
3,2.5,[1496-1696],[2021-3523],2,0,Very Poor,OK,Average Quality And Design,[1290-1539],NoBasement,2009,98059,[1654-1904],[3051-3250],[300000-400000)
3,1.5,[1898-2098],[5026-5776],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],[765-915],1959,98125,[1654-1904],[6851-7250],[300000-400000)
5,1.75,[1898-2098],[5026-5776],1,0,Very Poor,Good,Average Quality And Design,[790-1039],[916-1066],1961,98007,[1654-1904],[7251-7650],[500000-600000)
2,2.25,[1496-1696],[2021-3523],2,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],NoBasement,2007,98106,[1403-1653],[2051-2250],[300000-400000)
3,1.5,[1496-1696],[8781-9531],1,0,Very Poor,Excellent,Average Quality And Design,[1040-1289],[463-613],1978,98058,[1654-1904],[8851-9250],[300000-400000)
3,2.5,[1496-1696],[7279-8029],2,0,Very Poor,OK,Average Quality And Design,[1540-1789],NoBasement,1989,98038,[1152-1402],[7651-8050],[200000-300000)
4,3.5,>=4511,>=54863,2,0,Very Poor,OK,Very High Quality and Design,>=4290,NoBasement,2004,98053,>=3913,[13651-14050],[1500000-1600000)
2,1,[893-1093],[11871-14750],1,0,Very Poor,OK,Bad Quality And Design,[790-1039],NoBasement,1949,98106,[1403-1653],[10851-11250],[300000-400000)
1,0.75,<=691,[14751-21509],1,0,Very Poor,OK,Bad Quality And Design,<=539,NoBasement,1947,98014,[1654-1904],[13651-14050],[100000-200000)
3,2.25,[1898-2098],[9532-10282],2,0,Very Poor,Good,Good Quality And Desgin,[1790-2039],NoBasement,1984,98074,[1905-2155],[10051-10450],[300000-400000)
4,1.75,[1295-1495],[4275-5025],1,0,Very Poor,Good,Average Quality And Design,[790-1039],[312-462],1942,98126,[1152-1402],[4451-4850],[400000-500000)
1,1.5,[893-1093],[5777-6527],1,0,Very Poor,OK,Good Quality And Desgin,[790-1039],NoBasement,1940,98105,[2407-2657],[4851-5250],[500000-600000)
2,1,[1094-1294],[5026-5776],1,0,Very Poor,OK,Bad Quality And Design,[1290-1539],NoBasement,1945,98115,[1152-1402],[5251-5650],[900000-1000000)
3,2.5,[3305-3505],[11871-14750],2,0,Very Poor,OK,Good Quality And Desgin,[3290-3539],NoBasement,2001,98075,[3160-3410],[8451-8850],[800000-900000)
3,1,[1094-1294],[6528-7278],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],NoBasement,1954,98106,[1152-1402],[6451-6850],[200000-300000)
4,1,[1697-1897],[8030-8780],1,0,Very Poor,Good,Average Quality And Design,[1790-2039],NoBasement,1955,98055,[1403-1653],[8451-8850],[200000-300000)
3,3.5,[3707-3907],[8030-8780],2,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],[1218-1368],1951,98112,[3662-3912],[8851-9250],[1800000-1900000)
3,1.75,[1697-1897],[11871-14750],1,0,Very Poor,Good,Good Quality And Desgin,[1540-1789],NoBasement,1983,98042,[2658-2908],[12851-13250],[300000-400000)
3,1,[1295-1495],[8781-9531],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],[312-462],1961,98168,[1403-1653],[7651-8050],[200000-300000)
5,3.75,>=4511,[9532-10282],2,0,Very Poor,OK,Very High Quality and Design,>=4290,NoBasement,2006,98034,[1905-2155],[7251-7650],[1000000-1100000)
3,1.5,[692-892],[37541-54862],1,0,Very Poor,OK,Bad Quality And Design,[540-789],NoBasement,1906,98065,[901-1151],[5651-6050],[100000-200000)
3,1.5,[2300-2500],[10283-11870],1,0,Very Poor,OK,Good Quality And Desgin,[1290-1539],[916-1066],1954,98155,[2407-2657],[11651-12050],[400000-500000)
2,1,[893-1093],[4275-5025],1,0,Very Poor,OK,Average Quality And Design,[790-1039],NoBasement,1909,98103,[1905-2155],[3251-3450],[600000-700000)
3,1.75,[1496-1696],[8030-8780],1,0,Very Poor,Excellent,Average Quality And Design,[1540-1789],NoBasement,1955,98028,[1654-1904],[9251-9650],[400000-500000)
4,2,[2501-2701],[10283-11870],1,0,Very Poor,Excellent,Good Quality And Desgin,[1290-1539],[1067-1217],1954,98040,[2909-3159],[12051-12450],[800000-900000)
4,2,[1496-1696],[7279-8029],2,0,Very Poor,Poor,Bad Quality And Design,[1540-1789],NoBasement,1906,98144,[1152-1402],[4051-4450],[300000-400000)
4,2.5,[2702-2902],[37541-54862],2,0,Very Poor,Good,Good Quality And Desgin,[2540-2789],NoBasement,1989,98077,[2909-3159],[13651-14050],[600000-700000)
5,2,[2300-2500],[10283-11870],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],[1067-1217],1962,98028,[1654-1904],[10051-10450],[300000-400000)
4,4.25,>=4511,[37541-54862],2.5,0,OK,Good,Very High Quality and Design,>=4290,[765-915],1906,98144,[2156-2406],[6451-6850],[2700000-2800000)
3,1,[692-892],[4275-5025],1,0,Very Poor,OK,Bad Quality And Design,[790-1039],NoBasement,1921,98146,[1152-1402],[7251-7650],[200000-300000)
3,2.5,[1295-1495],<=1269,2,0,Very Poor,OK,Good Quality And Desgin,[1040-1289],[161-311],2008,98136,[1152-1402],[1251-1450],[400000-500000)
3,1,[1094-1294],[11871-14750],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],NoBasement,1969,98042,[1152-1402],[10451-10850],[200000-300000)
3,1.5,[1094-1294],[10283-11870],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],NoBasement,1954,98006,[1152-1402],[10851-11250],[300000-400000)
4,2.5,[2099-2299],[5777-6527],2,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],NoBasement,2003,98042,[1905-2155],[7651-8050],[300000-400000)
3,1,[1094-1294],[7279-8029],1,0,Very Poor,OK,Bad Quality And Design,[1040-1289],NoBasement,1958,98058,[1152-1402],[7251-7650],[100000-200000)
3,1.75,[1496-1696],[6528-7278],1,0,Very Poor,Good,Average Quality And Design,[790-1039],[614-764],1955,98155,[901-1151],[6851-7250],[300000-400000)
4,2.5,[1898-2098],[5777-6527],2,0,Very Poor,OK,Average Quality And Design,[2040-2289],NoBasement,1990,98115,[1152-1402],[5651-6050],[500000-600000)
4,1.75,[1697-1897],[4275-5025],2,0,Very Poor,Excellent,Average Quality And Design,[1290-1539],[312-462],1937,98115,[1654-1904],[4851-5250],[800000-900000)
5,2.75,[4310-4510],[9532-10282],2,0,Very Poor,OK,Good Quality And Desgin,[3540-3789],[765-915],2014,98011,>=3913,[9651-10050],[800000-900000)
3,2.5,[3908-4108],>=54863,2,0,Very Poor,OK,Good Quality And Desgin,[4040-4289],NoBasement,2004,98092,[2909-3159],[13651-14050],[700000-800000)
3,2.5,[2099-2299],[10283-11870],2,0,OK,OK,Good Quality And Desgin,[2040-2289],NoBasement,1978,98008,[2156-2406],[12851-13250],[500000-600000)
4,2.5,[3506-3706],[6528-7278],2,0,Very Poor,OK,Very High Quality and Design,[3540-3789],NoBasement,2006,98029,[3411-3661],[6051-6450],[900000-1000000)
3,1.75,[1094-1294],[8030-8780],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],NoBasement,1983,98030,[1403-1653],[7251-7650],[100000-200000)
3,2.25,[1295-1495],<=1269,2,0,Very Poor,OK,Good Quality And Desgin,[1040-1289],[161-311],2007,98106,[1152-1402],[1051-1250],[300000-400000)
3,2.5,[1295-1495],<=1269,3,0,Very Poor,OK,Average Quality And Design,[1290-1539],NoBasement,2002,98133,[1152-1402],[1051-1250],[300000-400000)
2,1,[1094-1294],[3524-4274],1.5,0,Very Poor,OK,Average Quality And Design,[1040-1289],NoBasement,1909,98144,[1905-2155],[3051-3250],[400000-500000)
3,2.5,[2300-2500],[14751-21509],1,0,Very Poor,OK,Good Quality And Desgin,[1790-2039],[463-613],1961,98177,[2407-2657],[13651-14050],[500000-600000)
3,1,[893-1093],[5026-5776],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],NoBasement,1941,98116,<=900,[4851-5250],[400000-500000)
4,2.5,[1898-2098],[3524-4274],1,0,Very Poor,Excellent,Average Quality And Design,[1040-1289],[916-1066],1962,98144,[1152-1402],[4051-4450],[300000-400000)
4,3,[3908-4108],[7279-8029],2,0,Very Poor,OK,Good Quality And Desgin,[3790-4039],NoBasement,2003,98053,[3160-3410],[6451-6850],[800000-900000)
3,3,[3104-3304],[5026-5776],2,0,Good,OK,Good Quality And Desgin,[3040-3289],NoBasement,2004,98146,[2658-2908],[7651-8050],[1000000-1100000)
4,1.75,[2300-2500],[4275-5025],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],[1067-1217],1910,98144,[1654-1904],[4051-4450],[400000-500000)
2,1,[1094-1294],[5026-5776],1,0,Very Poor,OK,Average Quality And Design,[790-1039],[161-311],1948,98115,[1152-1402],[5651-6050],[500000-600000)
5,3,[3104-3304],[11871-14750],1,0,Very Poor,OK,Good Quality And Desgin,[1790-2039],[1218-1368],1977,98011,[2909-3159],[11651-12050],[400000-500000)
2,2.25,[893-1093],[1270-2020],2,0,Very Poor,OK,Good Quality And Desgin,[1040-1289],NoBasement,2008,98122,[1403-1653],[1851-2050],[400000-500000)
2,1,[893-1093],[8030-8780],1,0,Very Poor,Good,Average Quality And Design,[790-1039],NoBasement,1959,98166,[901-1151],[8051-8450],[200000-300000)
3,2.25,[1898-2098],[8781-9531],2,0,Very Poor,OK,Average Quality And Design,[1790-2039],NoBasement,1979,98045,[1403-1653],[9651-10050],[300000-400000)
4,2.5,[2501-2701],[5777-6527],2,0,Very Poor,OK,Good Quality And Desgin,[2540-2789],NoBasement,2002,98065,[2156-2406],[5651-6050],[500000-600000)
4,2.5,[2300-2500],[11871-14750],2,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],NoBasement,1990,98042,[2156-2406],[10851-11250],[300000-400000)
3,2.5,[1496-1696],[6528-7278],2,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],NoBasement,1994,98092,[1654-1904],[7251-7650],[200000-300000)
4,3,[2300-2500],[9532-10282],1,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],NoBasement,2012,98168,[1654-1904],[7251-7650],[200000-300000)
3,1.75,[1697-1897],[8030-8780],1,0,Very Poor,Good,Average Quality And Design,[1290-1539],[463-613],1983,98055,[1403-1653],[8851-9250],[300000-400000)
4,2,[1898-2098],[4275-5025],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],[765-915],1926,98122,[1403-1653],[2251-2450],[400000-500000)
4,1.75,[1898-2098],[4275-5025],1,0,Very Poor,Excellent,Average Quality And Design,[1040-1289],[765-915],1919,98116,[1654-1904],[4851-5250],[500000-600000)
3,1.5,[1496-1696],[8030-8780],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],[463-613],1959,98002,[1403-1653],[8451-8850],[200000-300000)
3,2.25,[2300-2500],[10283-11870],2,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],[161-311],1984,98058,[1905-2155],[10051-10450],[300000-400000)
5,2.75,[3506-3706],[9532-10282],2,0,Very Poor,OK,Average Quality And Design,[3540-3789],NoBasement,1960,98033,[3160-3410],[9251-9650],[500000-600000)
2,2,[692-892],[5026-5776],1,0,Very Poor,Good,Bad Quality And Design,[790-1039],NoBasement,1936,98133,[1152-1402],[3651-3850],[200000-300000)
2,2.5,[1697-1897],[1270-2020],2,0,Very Poor,OK,Good Quality And Desgin,[1290-1539],[161-311],2011,98116,[1654-1904],[2451-2650],[600000-700000)
3,2.5,[2300-2500],[8781-9531],2,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],NoBasement,1984,98052,[2156-2406],[8051-8450],[700000-800000)
2,1,[1094-1294],[5777-6527],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],NoBasement,1910,98119,[1403-1653],[5651-6050],[400000-500000)
3,1,[893-1093],[14751-21509],1,0,Very Poor,OK,Bad Quality And Design,[790-1039],NoBasement,1940,98146,[1152-1402],[8051-8450],[100000-200000)
3,2,[1094-1294],[11871-14750],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],NoBasement,1984,98045,[1403-1653],[13651-14050],[300000-400000)
4,2.5,[2300-2500],[5777-6527],2,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],NoBasement,2001,98030,[2156-2406],[6051-6450],[300000-400000)
3,2.5,[2702-2902],>=54863,2,0,Excellent,OK,Good Quality And Desgin,[2540-2789],NoBasement,1973,98032,[2407-2657],[13651-14050],[400000-500000)
3,1.5,[2501-2701],[11871-14750],1,0,Very Poor,OK,Good Quality And Desgin,[1290-1539],[1218-1368],2003,98019,[1403-1653],[13651-14050],[500000-600000)
2,1,[692-892],[4275-5025],1,0,Very Poor,OK,Average Quality And Design,[790-1039],NoBasement,1980,98118,[1152-1402],[4451-4850],[100000-200000)
4,2.5,[2300-2500],[9532-10282],2,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],NoBasement,1984,98027,[2156-2406],[7651-8050],[600000-700000)
4,5.5,>=4511,>=54863,2,0,OK,OK,Very High Quality and Design,>=4290,NoBasement,2008,98014,[1152-1402],[13651-14050],[1600000-1700000)
4,1,[1094-1294],[4275-5025],1,0,Very Poor,OK,Average Quality And Design,[790-1039],[312-462],1950,98136,[1152-1402],[4451-4850],[300000-400000)
3,2.25,[2300-2500],[37541-54862],2,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],NoBasement,1980,98053,[2658-2908],[13651-14050],[600000-700000)
3,2,[1898-2098],[5026-5776],1,0,Poor,Excellent,Average Quality And Design,[1040-1289],[916-1066],1954,98144,[1905-2155],[4851-5250],[500000-600000)
3,1,[1094-1294],[9532-10282],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],NoBasement,1970,98042,[1152-1402],[9651-10050],[100000-200000)
4,2.5,[2501-2701],[5026-5776],2,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],NoBasement,2011,98053,[2407-2657],[5251-5650],[700000-800000)
3,1.75,[1094-1294],[8030-8780],1,0,Very Poor,Excellent,Average Quality And Design,[1040-1289],NoBasement,1975,98031,[1152-1402],[7251-7650],[200000-300000)
4,3.5,>=4511,[37541-54862],2,0,Very Poor,OK,Very High Quality and Design,>=4290,NoBasement,1995,98006,>=3913,[13651-14050],[1800000-1900000)
4,2.5,[1898-2098],[7279-8029],2,0,Very Poor,OK,Average Quality And Design,[1790-2039],NoBasement,1988,98023,[1905-2155],[7251-7650],[200000-300000)
3,1,[893-1093],[8781-9531],1,0,Very Poor,Good,Average Quality And Design,[790-1039],NoBasement,1955,98006,[1403-1653],[8851-9250],[200000-300000)
5,3.25,[3305-3505],[21510-37540],1,0,Very Poor,Good,Good Quality And Desgin,[1790-2039],[1520-1670],1957,98006,[2658-2908],[12051-12450],[600000-700000)
2,1,[893-1093],[2021-3523],1,0,Very Poor,OK,Average Quality And Design,[790-1039],NoBasement,1921,98103,[1654-1904],[3451-3650],[400000-500000)
2,1,[1094-1294],[5777-6527],1,0,Very Poor,OK,Bad Quality And Design,[1040-1289],NoBasement,1944,98178,[901-1151],[6451-6850],[200000-300000)
3,2.5,[2099-2299],[4275-5025],2,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],NoBasement,2014,98133,[2156-2406],[4451-4850],[700000-800000)
3,2.5,[1898-2098],[10283-11870],2,0,Very Poor,OK,Good Quality And Desgin,[1790-2039],NoBasement,1996,98059,[2156-2406],[8051-8450],[400000-500000)
5,1,[1496-1696],[8781-9531],1.5,0,Very Poor,Excellent,Bad Quality And Design,[1290-1539],NoBasement,1966,98168,[1403-1653],[9251-9650],[200000-300000)
4,2.5,[2903-3103],[21510-37540],2,0,Very Poor,OK,Good Quality And Desgin,[2790-3039],NoBasement,1992,98077,[2909-3159],[13651-14050],[500000-600000)
3,2.5,[2300-2500],[11871-14750],2,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],NoBasement,1983,98006,[2407-2657],[11651-12050],[700000-800000)
5,3,[2903-3103],[9532-10282],1,0,Very Poor,OK,Average Quality And Design,[1540-1789],[1218-1368],1940,98155,[1403-1653],[7651-8050],[300000-400000)
4,2.5,[2702-2902],[4275-5025],2,0,Very Poor,OK,Good Quality And Desgin,[2790-3039],NoBasement,2004,98038,[2658-2908],[4451-4850],[300000-400000)
3,1.75,[2099-2299],[14751-21509],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],[614-764],1961,98188,[1905-2155],[13651-14050],[200000-300000)
2,1,[893-1093],[3524-4274],1.5,0,Very Poor,Good,Average Quality And Design,[790-1039],NoBasement,1906,98112,[1654-1904],[4051-4450],[500000-600000)
3,2.5,[2702-2902],[10283-11870],2,0,OK,OK,Good Quality And Desgin,[2540-2789],NoBasement,1992,98008,[2407-2657],[10051-10450],[700000-800000)
3,1.75,[1295-1495],[8030-8780],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],[161-311],1976,98056,[1152-1402],[8051-8450],[200000-300000)
4,1,[1496-1696],[10283-11870],1,0,Very Poor,OK,Average Quality And Design,[790-1039],[614-764],1963,98023,[1152-1402],[9651-10050],[200000-300000)
4,4.25,>=4511,[21510-37540],2,0,Very Poor,OK,Very High Quality and Design,>=4290,NoBasement,2007,98092,>=3913,[13651-14050],[900000-1000000)
2,1,[893-1093],[3524-4274],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],NoBasement,1940,98117,[1403-1653],[4051-4450],[800000-900000)
4,1.75,[1697-1897],[9532-10282],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],[312-462],1969,98034,[1654-1904],[8851-9250],[500000-600000)
4,1.5,[1697-1897],[6528-7278],1.5,0,Very Poor,Good,Bad Quality And Design,[1540-1789],NoBasement,1953,98056,[901-1151],[6851-7250],[200000-300000)
4,1.75,[2903-3103],[14751-21509],1,0,Poor,Good,Good Quality And Desgin,[3040-3289],NoBasement,1962,98075,[3411-3661],[9651-10050],[900000-1000000)
4,3,[2702-2902],[10283-11870],1,0,Good,Excellent,Good Quality And Desgin,[1290-1539],[1369-1519],1959,98008,[2658-2908],[10051-10450],[900000-1000000)
5,3,>=4511,>=54863,1.5,0,Very Poor,Good,Good Quality And Desgin,[3040-3289],[1218-1368],2003,98077,[3411-3661],[13651-14050],[900000-1000000)
3,2,[2300-2500],[14751-21509],1,0,Very Poor,Good,Good Quality And Desgin,[2040-2289],[161-311],1951,98177,[2407-2657],[13651-14050],[700000-800000)
3,2.5,[1295-1495],<=1269,3,0,Very Poor,OK,Average Quality And Design,[1290-1539],NoBasement,2009,98106,[1152-1402],[851-1050],[200000-300000)
3,2.25,[1496-1696],[7279-8029],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],[312-462],1983,98034,[1654-1904],[6851-7250],[400000-500000)
3,2.5,[2099-2299],[14751-21509],2,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],NoBasement,1999,98031,[1905-2155],[13651-14050],[300000-400000)
3,2,[1496-1696],[8781-9531],1,0,Very Poor,Excellent,Average Quality And Design,[1040-1289],[463-613],1967,98118,[2156-2406],[10051-10450],[300000-400000)
2,2,[1295-1495],[1270-2020],2,0,Very Poor,OK,Good Quality And Desgin,[1040-1289],[161-311],2009,98126,[1152-1402],[1451-1650],[300000-400000)
4,2,[1496-1696],[9532-10282],1,0,Very Poor,OK,Average Quality And Design,[1540-1789],NoBasement,1967,98001,[1403-1653],[7251-7650],[200000-300000)
