pos,id,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,zipcode,sqft_living15,sqft_lot15,price_range
6337,1370802620,2,2,[1295-1495],[5026-5776],1.5,0,Very Poor,OK,Good Quality And Desgin,[1290-1539],NoBasement,1941,98199,[2156-2406],[5251-5650],[500000-600000)
6338,4051110240,3,2.5,[1697-1897],[7279-8029],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],[463-613],1979,98042,[1403-1653],[7251-7650],[200000-300000)
6339,8857600220,3,1,[1094-1294],[8030-8780],1,0,Very Poor,Excellent,Average Quality And Design,[1040-1289],NoBasement,1961,98032,[1152-1402],[7651-8050],[100000-200000)
6340,2600010330,4,2.25,[2501-2701],[11871-14750],2,0,Very Poor,OK,Good Quality And Desgin,[2540-2789],NoBasement,1979,98006,[2407-2657],[10851-11250],[700000-800000)
6341,9202650210,3,2.5,[1898-2098],[5777-6527],2,0,Very Poor,OK,Good Quality And Desgin,[1790-2039],NoBasement,1988,98027,[1905-2155],[8451-8850],[600000-700000)
6342,1854900430,4,2.5,[2903-3103],[5026-5776],2,0,Very Poor,OK,Good Quality And Desgin,[2790-3039],NoBasement,2005,98074,[2658-2908],[6451-6850],[600000-700000)
6343,3293700496,4,1.75,[1697-1897],[7279-8029],1,0,Very Poor,Excellent,Average Quality And Design,[1040-1289],[614-764],1956,98133,[2156-2406],[8451-8850],[200000-300000)
6344,1901600090,5,1.75,[1898-2098],[6528-7278],1.5,0,Very Poor,Good,Average Quality And Design,[1790-2039],NoBasement,1953,98166,[2156-2406],[9251-9650],[300000-400000)
6345,2896310120,4,2.5,[2702-2902],[21510-37540],2,0,Very Poor,OK,Good Quality And Desgin,[2790-3039],NoBasement,1998,98010,[3160-3410],[13651-14050],[500000-600000)
6346,109200390,3,1.75,[1295-1495],[3524-4274],1,0,Very Poor,Good,Average Quality And Design,[1290-1539],NoBasement,1980,98023,[1654-1904],[6851-7250],[200000-300000)
6347,8568000070,4,2.5,[2702-2902],[14751-21509],2,0,Very Poor,OK,Good Quality And Desgin,[2790-3039],NoBasement,1994,98019,[2407-2657],[13651-14050],[500000-600000)
6348,2919700735,4,3.5,[2702-2902],[2021-3523],2,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],[614-764],2014,98117,[1654-1904],[3451-3650],[800000-900000)
6349,8731901610,3,2.25,[2300-2500],[7279-8029],1,0,Very Poor,Good,Good Quality And Desgin,[1290-1539],[916-1066],1967,98023,[1905-2155],[7651-8050],[200000-300000)
6350,8651410670,3,1,[893-1093],[5777-6527],1,0,Very Poor,Excellent,Bad Quality And Design,[790-1039],NoBasement,1969,98042,[901-1151],[4451-4850],[100000-200000)
6351,2616700520,3,2.5,[1496-1696],[9532-10282],2,0,Very Poor,OK,Average Quality And Design,[1540-1789],NoBasement,1985,98001,[1403-1653],[7251-7650],[200000-300000)
6352,4402700230,3,1.5,[1295-1495],[7279-8029],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],NoBasement,1955,98133,[1403-1653],[7651-8050],[300000-400000)
6353,6378500230,4,1.75,[1898-2098],[6528-7278],1,0,Very Poor,Good,Average Quality And Design,[790-1039],[916-1066],1941,98133,[1403-1653],[6851-7250],[400000-500000)
6354,6891100090,5,3.5,[4109-4309],[5026-5776],2,0,Very Poor,OK,Good Quality And Desgin,[3040-3289],[916-1066],2012,98052,[3160-3410],[5251-5650],[800000-900000)
6355,7785000230,5,3,[3305-3505],[14751-21509],2,0,Very Poor,Good,Good Quality And Desgin,[3290-3539],NoBasement,1964,98040,[2909-3159],[13651-14050],[900000-1000000)
6356,3905081350,4,2.75,[1898-2098],[5777-6527],2,0,Very Poor,OK,Good Quality And Desgin,[1790-2039],NoBasement,1992,98029,[1905-2155],[5251-5650],[500000-600000)
6357,4039300400,3,2.25,[1496-1696],[8030-8780],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],[312-462],1962,98007,[1403-1653],[7651-8050],[400000-500000)
6358,4099100260,3,2.5,[2903-3103],[4275-5025],1,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],[1218-1368],1996,98033,[2407-2657],[4451-4850],[500000-600000)
6359,7760400420,3,2,[1496-1696],[8030-8780],1,0,Very Poor,OK,Average Quality And Design,[1540-1789],NoBasement,1994,98042,[1403-1653],[9251-9650],[200000-300000)
6360,1520069052,3,1.5,[1496-1696],>=54863,1,0,OK,Good,Average Quality And Design,[1290-1539],NoBasement,1964,98022,[1654-1904],[13651-14050],[300000-400000)
6361,644210020,4,2.5,[2903-3103],[14751-21509],1,0,Very Poor,Good,Good Quality And Desgin,[1540-1789],[1218-1368],1976,98004,[2407-2657],[11251-11650],[700000-800000)
6362,7016200460,4,2.25,[2300-2500],[6528-7278],1.5,0,Very Poor,Good,Average Quality And Design,[2290-2539],NoBasement,1972,98011,[1905-2155],[7251-7650],[500000-600000)
6363,1535204165,3,1.75,[1898-2098],>=54863,1,0,Excellent,OK,Good Quality And Desgin,[1040-1289],[916-1066],1982,98070,[1152-1402],[13651-14050],[500000-600000)
6364,1900000195,2,1,[893-1093],[7279-8029],1,0,Very Poor,Poor,Bad Quality And Design,[790-1039],NoBasement,1942,98166,[1152-1402],[7251-7650],[100000-200000)
6365,7996700220,2,2.25,[1496-1696],[2021-3523],2,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],NoBasement,1980,98133,[1403-1653],[2051-2250],[300000-400000)
6366,6600490250,4,2.5,[1898-2098],[3524-4274],2,0,Very Poor,OK,Average Quality And Design,[2040-2289],NoBasement,2004,98198,[1905-2155],[3451-3650],[200000-300000)
6367,7460000015,3,1,[1094-1294],[6528-7278],1,0,Very Poor,Good,Bad Quality And Design,[1040-1289],NoBasement,1953,98168,[1152-1402],[6851-7250],[200000-300000)
6368,4168000060,3,1,[1094-1294],[10283-11870],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],NoBasement,1962,98023,[1152-1402],[10451-10850],[100000-200000)
6369,1310960220,4,2.25,[1898-2098],[7279-8029],2,0,Very Poor,Good,Good Quality And Desgin,[2040-2289],NoBasement,1977,98032,[1905-2155],[6851-7250],[200000-300000)
6370,1931300688,3,3,[1094-1294],<=1269,3,0,Very Poor,OK,Good Quality And Desgin,[1040-1289],NoBasement,2004,98103,[1152-1402],[1251-1450],[500000-600000)
6371,6819100345,4,1.75,[2300-2500],[5777-6527],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],[1067-1217],1955,98109,[1654-1904],[3451-3650],[700000-800000)
6372,871001484,3,1.75,[1697-1897],[5777-6527],1,0,Very Poor,Excellent,Average Quality And Design,[790-1039],[765-915],1947,98199,[1403-1653],[5651-6050],[700000-800000)
6373,922069139,2,1,[1496-1696],[14751-21509],1.5,0,Very Poor,Excellent,Average Quality And Design,[1540-1789],NoBasement,1920,98038,[1403-1653],[13651-14050],[200000-300000)
6374,3585900305,3,2.5,[2702-2902],[21510-37540],1,0,Excellent,OK,Good Quality And Desgin,[2040-2289],[614-764],1956,98177,[2407-2657],[13651-14050],[900000-1000000)
6375,5100404761,3,2,[1697-1897],[9532-10282],1,0,Very Poor,Good,Average Quality And Design,[790-1039],[765-915],1940,98115,[1403-1653],[6051-6450],[500000-600000)
6376,5469700052,3,1.5,[1496-1696],[14751-21509],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],NoBasement,1970,98031,[1403-1653],[13651-14050],[200000-300000)
6377,7305300470,2,1.75,[1697-1897],[8030-8780],1,0,Very Poor,Good,Bad Quality And Design,[790-1039],[765-915],1948,98155,[1152-1402],[8051-8450],[300000-400000)
6378,2877102180,2,1,[893-1093],[4275-5025],1,0,Very Poor,Good,Average Quality And Design,[790-1039],NoBasement,1916,98117,[1403-1653],[4851-5250],[500000-600000)
6379,4038600300,4,3,[2702-2902],[14751-21509],1,0,OK,Good,Average Quality And Design,[1790-2039],[916-1066],1961,98008,[2156-2406],[10051-10450],[600000-700000)
6380,3278600320,3,2.5,[2099-2299],[3524-4274],2,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],NoBasement,2007,98126,[1654-1904],[2251-2450],[400000-500000)
6381,9547205380,4,2.5,[2099-2299],[3524-4274],1,0,OK,OK,Average Quality And Design,[1040-1289],[916-1066],1926,98115,[1152-1402],[3451-3650],[600000-700000)
6382,3578400500,3,2.25,[2099-2299],[14751-21509],1,0,Very Poor,OK,Good Quality And Desgin,[1040-1289],[916-1066],1982,98074,[1905-2155],[13651-14050],[500000-600000)
6383,2126059276,3,3,[2300-2500],[10283-11870],1,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],NoBasement,1998,98034,[2156-2406],[4451-4850],[600000-700000)
6384,4221270100,3,2.5,[1898-2098],[3524-4274],2,0,Very Poor,OK,Good Quality And Desgin,[1790-2039],NoBasement,2004,98075,[2156-2406],[3851-4050],[500000-600000)
6385,415100015,3,1,[893-1093],[8781-9531],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],NoBasement,1956,98133,[1654-1904],[6451-6850],[300000-400000)
6386,40001065,2,1,[1094-1294],[21510-37540],1,0,Very Poor,OK,Bad Quality And Design,[1040-1289],NoBasement,1951,98168,[2156-2406],[12051-12450],[200000-300000)
6387,4223400050,2,1.5,[1295-1495],[11871-14750],1,0,Very Poor,Good,Good Quality And Desgin,[1290-1539],NoBasement,1978,98002,[1403-1653],[9651-10050],[300000-400000)
6388,5016001535,3,1.75,[1898-2098],[2021-3523],1,0,Very Poor,Good,Good Quality And Desgin,[790-1039],[916-1066],1913,98112,[1654-1904],[3851-4050],[700000-800000)
6389,2954400190,0,0,>=4511,[21510-37540],2,0,Very Poor,OK,Very High Quality and Design,>=4290,NoBasement,1990,98053,>=3913,[13651-14050],[1300000-1400000)
6390,3832050890,3,2.5,[1898-2098],[5026-5776],2,0,Very Poor,OK,Average Quality And Design,[1790-2039],NoBasement,2006,98042,[2156-2406],[4851-5250],[200000-300000)
6391,7856560480,3,2.5,[1697-1897],[10283-11870],1,0,Very Poor,Good,Good Quality And Desgin,[1040-1289],[463-613],1980,98006,[2156-2406],[9651-10050],[600000-700000)
6392,8651401680,3,1,[692-892],[5026-5776],1,0,Very Poor,Good,Bad Quality And Design,[790-1039],NoBasement,1968,98042,[901-1151],[5251-5650],[100000-200000)
6393,7999600180,2,1,[893-1093],[8030-8780],1,0,Very Poor,OK,Bad Quality And Design,[790-1039],NoBasement,1918,98168,[1905-2155],[6451-6850],[0-100000)
6394,7212650850,3,2.5,[1697-1897],[6528-7278],2,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],NoBasement,1993,98003,[2156-2406],[7251-7650],[300000-400000)
6395,3323059027,3,2.75,[1697-1897],[21510-37540],1,0,Very Poor,Good,Average Quality And Design,[1540-1789],NoBasement,1958,98058,[1905-2155],[13651-14050],[300000-400000)
6396,3343900326,4,3.5,[3707-3907],[10283-11870],2,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],[1369-1519],2002,98056,[1654-1904],[4051-4450],[500000-600000)
6397,4045900020,2,1.5,[1295-1495],>=54863,1,0,Very Poor,Good,Good Quality And Desgin,[1040-1289],[161-311],1956,98072,[1654-1904],[13651-14050],[600000-700000)
6398,6669150280,4,2.5,[2099-2299],[9532-10282],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],[614-764],1978,98031,[1905-2155],[7651-8050],[300000-400000)
6399,2883200139,4,3.5,[2099-2299],[3524-4274],2,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],NoBasement,1905,98115,[1905-2155],[3251-3450],[1300000-1400000)
6400,5729000070,4,2,>=4511,[21510-37540],1,0,Very Poor,Good,Good Quality And Desgin,[3040-3289],>= 1671,1964,98032,[1905-2155],[10851-11250],[500000-600000)
6401,8092500150,4,2.75,[1295-1495],[9532-10282],1,0,Very Poor,Poor,Average Quality And Design,[1290-1539],NoBasement,1983,98042,[1654-1904],[9251-9650],[200000-300000)
6402,6891100330,4,2.75,[3305-3505],[5026-5776],2,0,Very Poor,OK,Good Quality And Desgin,[3290-3539],NoBasement,2011,98052,[3160-3410],[5251-5650],[700000-800000)
6403,7236100025,3,1,[893-1093],[8030-8780],1,0,Very Poor,Good,Average Quality And Design,[790-1039],NoBasement,1957,98056,[1654-1904],[7651-8050],[200000-300000)
6404,2600010360,3,2,[1697-1897],[10283-11870],1,0,Very Poor,Good,Good Quality And Desgin,[1790-2039],NoBasement,1982,98006,[2156-2406],[11251-11650],[400000-500000)
6405,7645900165,4,1,[2099-2299],[3524-4274],2,0,Good,Good,Good Quality And Desgin,[1790-2039],[161-311],1926,98126,[1905-2155],[3451-3650],[800000-900000)
6406,9455200205,3,2,[1496-1696],[7279-8029],1,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],NoBasement,2004,98125,[1403-1653],[7651-8050],[500000-600000)
6407,2125059112,5,2.5,[3104-3304],[37541-54862],2,0,Very Poor,Good,Good Quality And Desgin,[3040-3289],NoBasement,1969,98005,[3411-3661],[13651-14050],[1000000-1100000)
6408,7853280570,4,3,[4310-4510],[5026-5776],2,0,Very Poor,OK,Good Quality And Desgin,[3290-3539],[916-1066],2006,98065,>=3913,[5251-5650],[700000-800000)
6409,2310000280,3,2.25,[1496-1696],[5777-6527],2,0,Very Poor,Good,Average Quality And Design,[1540-1789],NoBasement,1989,98038,[1403-1653],[7251-7650],[200000-300000)
6410,5608010980,4,2.5,[3305-3505],[11871-14750],2,0,Very Poor,OK,Very High Quality and Design,[3290-3539],NoBasement,1995,98027,[3160-3410],[9251-9650],[800000-900000)
6411,4077800507,4,3,[2099-2299],[5026-5776],1.5,0,Very Poor,OK,Good Quality And Desgin,[1290-1539],[614-764],1985,98125,[1905-2155],[8451-8850],[500000-600000)
6412,9238430660,3,2.25,[2702-2902],>=54863,2,0,Very Poor,OK,Good Quality And Desgin,[2540-2789],NoBasement,1985,98072,[2658-2908],[13651-14050],[600000-700000)
6413,7147600220,3,1,[893-1093],[9532-10282],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],NoBasement,1956,98188,[1152-1402],[10451-10850],[200000-300000)
6414,3448740430,5,2.5,[2300-2500],[5026-5776],2,0,Very Poor,OK,Average Quality And Design,[2290-2539],NoBasement,2009,98059,[2156-2406],[4851-5250],[300000-400000)
6415,2979800764,3,2,[1295-1495],<=1269,3,0,Very Poor,OK,Average Quality And Design,[1290-1539],NoBasement,2003,98115,[1403-1653],[4051-4450],[300000-400000)
6416,7800800160,3,2.25,[2099-2299],[14751-21509],2,0,Very Poor,Good,Good Quality And Desgin,[2040-2289],NoBasement,1983,98031,[1905-2155],[13651-14050],[300000-400000)
6417,9415950020,4,2.5,[1697-1897],[4275-5025],2,0,Very Poor,OK,Good Quality And Desgin,[1790-2039],NoBasement,2007,98055,[1654-1904],[4051-4450],[200000-300000)
6418,2523069134,4,2.5,[2300-2500],>=54863,1,0,OK,Good,Average Quality And Design,[1290-1539],[916-1066],1973,98027,[2407-2657],[13651-14050],[400000-500000)
6419,809001070,3,1,[1496-1696],[2021-3523],1.5,0,Very Poor,OK,Good Quality And Desgin,[1290-1539],NoBasement,1912,98109,[1654-1904],[3451-3650],[500000-600000)
6420,7625702277,2,2,[1094-1294],<=1269,3,0,Very Poor,OK,Average Quality And Design,[790-1039],<=160,2008,98136,[901-1151],[1051-1250],[400000-500000)
6421,8964800890,3,3.25,>=4511,[11871-14750],1,0,Excellent,OK,Very High Quality and Design,[2540-2789],>= 1671,1995,98004,>=3913,[13251-13650],[3200000-3300000)
6422,6792100090,4,2.5,[2501-2701],[10283-11870],2,0,Very Poor,OK,Good Quality And Desgin,[2540-2789],NoBasement,1990,98052,[2407-2657],[7651-8050],[600000-700000)
6423,8562970040,5,3.25,[3506-3706],[11871-14750],2,0,Very Poor,Excellent,Good Quality And Desgin,[3540-3789],NoBasement,1977,98155,[2156-2406],[8851-9250],[600000-700000)
6424,3893100319,3,1.75,[1295-1495],[10283-11870],1,0,Very Poor,Good,Average Quality And Design,[1290-1539],NoBasement,1966,98033,[901-1151],[8451-8850],[400000-500000)
6425,9476200710,3,2.75,[3305-3505],[6528-7278],2,0,OK,OK,Good Quality And Desgin,[2290-2539],[916-1066],2009,98056,[1403-1653],[8451-8850],[500000-600000)
6426,3530410081,2,1.75,[1295-1495],[4275-5025],1,0,Very Poor,Good,Good Quality And Desgin,[1290-1539],NoBasement,1980,98198,[1152-1402],[4451-4850],[200000-300000)
6427,3211101010,3,1,[1094-1294],[8030-8780],1,0,Very Poor,Excellent,Bad Quality And Design,[1040-1289],NoBasement,1961,98059,[1654-1904],[8051-8450],[300000-400000)
6428,1853080120,5,2.75,[3104-3304],[6528-7278],2,0,Very Poor,OK,Good Quality And Desgin,[3040-3289],NoBasement,2014,98074,[3160-3410],[6851-7250],[900000-1000000)
6429,8827901415,3,1.5,[1295-1495],[4275-5025],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],[312-462],1918,98105,[1905-2155],[4451-4850],[600000-700000)
6430,1138010530,3,1,[1295-1495],[6528-7278],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],NoBasement,1974,98034,[1152-1402],[6851-7250],[300000-400000)
6431,4038800580,5,2.5,[2501-2701],[10283-11870],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],[1218-1368],1961,98008,[1905-2155],[9651-10050],[500000-600000)
6432,1223049150,2,1.75,[1496-1696],[10283-11870],1,0,Very Poor,OK,Average Quality And Design,[1540-1789],NoBasement,1965,98178,[1403-1653],[10451-10850],[300000-400000)
6433,8965450110,3,2.5,[3104-3304],[10283-11870],2,0,Very Poor,OK,Good Quality And Desgin,[3290-3539],NoBasement,1994,98006,[3160-3410],[11251-11650],[800000-900000)
6434,4054520100,4,2.5,[3506-3706],>=54863,2,0,Very Poor,OK,Good Quality And Desgin,[3540-3789],NoBasement,1992,98077,[3160-3410],[13651-14050],[800000-900000)
6435,41000454,2,1,[692-892],[8781-9531],1,0,Very Poor,OK,Bad Quality And Design,[790-1039],NoBasement,1928,98188,[1403-1653],[9651-10050],[100000-200000)
6436,4388600030,5,2.25,[3104-3304],[9532-10282],2,0,Very Poor,OK,Good Quality And Desgin,[3040-3289],NoBasement,1972,98052,[2156-2406],[10051-10450],[600000-700000)
6437,3824100166,4,1.75,[1898-2098],[10283-11870],1,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],[312-462],1977,98028,[1654-1904],[10051-10450],[300000-400000)
6438,9510900710,4,2.25,[2501-2701],[8030-8780],1,0,Very Poor,Good,Average Quality And Design,[1540-1789],[765-915],1972,98023,[1905-2155],[8051-8450],[200000-300000)
6439,3288200360,3,1,[2099-2299],[10283-11870],1.5,0,Very Poor,Good,Average Quality And Design,[2040-2289],NoBasement,1968,98034,[2156-2406],[10051-10450],[400000-500000)
6440,2724069117,6,2,[1697-1897],[6528-7278],1,0,Very Poor,Good,Average Quality And Design,[1790-2039],NoBasement,1968,98027,[1403-1653],[6851-7250],[300000-400000)
6441,1373800170,4,1.75,[1898-2098],[5777-6527],1,0,OK,Excellent,Good Quality And Desgin,[1540-1789],[312-462],1937,98199,[3160-3410],[6051-6450],[900000-1000000)
6442,7518504775,5,1,[1496-1696],[3524-4274],2,0,Very Poor,OK,Average Quality And Design,[1290-1539],NoBasement,1929,98117,[1152-1402],[4051-4450],[500000-600000)
6443,7215730590,4,3.5,[3104-3304],[5777-6527],2,0,Very Poor,OK,Good Quality And Desgin,[3040-3289],NoBasement,2001,98075,[2909-3159],[6851-7250],[700000-800000)
6444,8820903560,2,1,[692-892],[4275-5025],1,0,Very Poor,Good,Bad Quality And Design,[540-789],NoBasement,1926,98125,[1152-1402],[6851-7250],[300000-400000)
6445,1774200230,6,3,[3707-3907],[37541-54862],2,0,Very Poor,OK,Good Quality And Desgin,[2540-2789],[1067-1217],1976,98077,[2407-2657],[13651-14050],[500000-600000)
6446,4322200105,1,1,<=691,[2021-3523],1,0,Very Poor,Good,Bad Quality And Design,<=539,NoBasement,1949,98136,[1403-1653],[4851-5250],[200000-300000)
6447,7853320030,4,2.75,[2501-2701],[5026-5776],2,0,Very Poor,OK,Good Quality And Desgin,[2540-2789],NoBasement,2009,98065,[2658-2908],[5651-6050],[500000-600000)
6448,8651441520,3,1,[692-892],[5026-5776],1,0,Very Poor,Good,Bad Quality And Design,[790-1039],NoBasement,1977,98042,[901-1151],[4851-5250],[200000-300000)
6449,1023059223,3,1,[1496-1696],[11871-14750],1,0,Very Poor,Good,Average Quality And Design,[1540-1789],NoBasement,1960,98059,[1654-1904],[8851-9250],[300000-400000)
6450,4221970060,4,2.5,[2501-2701],[7279-8029],2,0,Very Poor,OK,Good Quality And Desgin,[2540-2789],NoBasement,1990,98092,[1905-2155],[7651-8050],[300000-400000)
6451,7831800505,3,1,[1094-1294],[4275-5025],1,0,Very Poor,OK,Bad Quality And Design,[1040-1289],NoBasement,1947,98106,[1403-1653],[5651-6050],[200000-300000)
6452,2767602855,5,3.5,[2099-2299],[2021-3523],3,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],NoBasement,2007,98107,[1654-1904],[4451-4850],[700000-800000)
6453,1796351080,3,2,[1094-1294],[7279-8029],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],NoBasement,1980,98042,[1403-1653],[7251-7650],[200000-300000)
6454,3946900010,2,1.75,[1697-1897],[5777-6527],1,0,Very Poor,OK,Average Quality And Design,[790-1039],[765-915],1950,98115,[1654-1904],[5651-6050],[500000-600000)
6455,9468200140,2,1.75,[1094-1294],[2021-3523],1,0,Very Poor,Good,Average Quality And Design,[790-1039],[312-462],1920,98103,[1403-1653],[3051-3250],[400000-500000)
6456,6073200075,3,1.75,[1496-1696],[8781-9531],1,0,Very Poor,Excellent,Average Quality And Design,[1540-1789],NoBasement,1955,98006,[1403-1653],[9651-10050],[600000-700000)
6457,2821049082,2,1,[893-1093],[10283-11870],1,0,Very Poor,Excellent,Average Quality And Design,[1040-1289],NoBasement,1947,98003,[1152-1402],[11651-12050],[200000-300000)
6458,925059313,4,2.5,[3506-3706],[6528-7278],2,0,Very Poor,OK,Good Quality And Desgin,[3540-3789],NoBasement,2007,98033,[1905-2155],[10051-10450],[900000-1000000)
6459,1796700160,4,2.5,[1697-1897],[4275-5025],2,0,Very Poor,OK,Average Quality And Design,[1540-1789],NoBasement,2001,98042,[1654-1904],[6451-6850],[200000-300000)
6460,4022906531,3,2.5,[2300-2500],[14751-21509],1,0,Very Poor,Excellent,Average Quality And Design,[1540-1789],[614-764],1959,98155,[2156-2406],[13651-14050],[500000-600000)
