Int32,String,DateTime,Double,Int32,Double,String,String,Double,Boolean,String,String,String,String,String,Int32,String,String,String,String
10548,222069057,20150330T000000,665000,3,3.5,[3506-3706],>=54863,1.5,0,Very Poor,OK,Good Quality And Desgin,[3540-3789],NoBasement,2005,98038,[2658-2908],[13651-14050],[600000-700000)
10549,2212200050,20141028T000000,255000,4,1.75,[1496-1696],[6528-7278],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],[463-613],1977,98031,[1403-1653],[7251-7650],[200000-300000)
10550,7230400400,20140926T000000,240000,3,2,[1094-1294],[14751-21509],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],NoBasement,1980,98059,[1905-2155],[13651-14050],[200000-300000)
10551,9542830050,20150422T000000,355000,4,2.5,[2099-2299],[3524-4274],2,0,Very Poor,OK,Average Quality And Design,[2040-2289],NoBasement,2010,98038,[2156-2406],[3851-4050],[300000-400000)
10552,8643200035,20140821T000000,299900,3,1.75,[1295-1495],[21510-37540],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],NoBasement,1958,98198,[2156-2406],[13651-14050],[200000-300000)
10553,2254502445,20140530T000000,385000,3,1,[1094-1294],[4275-5025],1,0,Very Poor,OK,Bad Quality And Design,[1040-1289],NoBasement,1901,98122,[1152-1402],[4451-4850],[300000-400000)
10554,1923099034,20150116T000000,775000,4,3.5,[3908-4108],>=54863,2,0,Very Poor,OK,Good Quality And Desgin,[3790-4039],NoBasement,2000,98045,[1654-1904],[13651-14050],[700000-800000)
10555,2470100110,20140804T000000,5.57E+06,5,5.75,>=4511,[21510-37540],2,0,Very Poor,OK,Very High Quality and Design,>=4290,>= 1671,2001,98039,[3411-3661],[13651-14050],8000000
10556,2436700655,20150317T000000,515000,2,2.5,[1295-1495],<=1269,3,0,Very Poor,OK,Good Quality And Desgin,[1290-1539],NoBasement,2004,98105,[1403-1653],[1251-1450],[500000-600000)
10557,3123800080,20141112T000000,365000,2,1.5,[1094-1294],[8030-8780],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],NoBasement,1950,98136,[1403-1653],[8051-8450],[300000-400000)
10558,3629970610,20140718T000000,435000,3,2.5,[1496-1696],[2021-3523],2,0,Very Poor,OK,Average Quality And Design,[1540-1789],NoBasement,2005,98029,[1654-1904],[2251-2450],[400000-500000)
10559,7129303180,20141002T000000,310000,3,2,[1094-1294],[5777-6527],1,0,Poor,Excellent,Bad Quality And Design,[1290-1539],NoBasement,1950,98118,[1905-2155],[6051-6450],[300000-400000)
10560,3343901340,20140804T000000,330000,3,1.75,[1295-1495],[8781-9531],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],NoBasement,1985,98056,[1403-1653],[8451-8850],[300000-400000)
10561,2755200110,20140602T000000,820000,3,1.75,[2099-2299],[5777-6527],1,0,Very Poor,Good,Good Quality And Desgin,[1290-1539],[765-915],1960,98115,[1152-1402],[5251-5650],[800000-900000)
10562,3396830310,20150407T000000,729000,4,2.5,[2300-2500],[21510-37540],2,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],NoBasement,1985,98052,[2407-2657],[11651-12050],[700000-800000)
10563,5535600150,20150312T000000,565000,4,2.5,[2903-3103],[10283-11870],2,0,Very Poor,OK,Good Quality And Desgin,[2790-3039],NoBasement,2001,98019,[2909-3159],[7651-8050],[500000-600000)
10564,3530490070,20140613T000000,210000,2,1.75,[1295-1495],[5026-5776],1,0,Very Poor,Good,Good Quality And Desgin,[1290-1539],NoBasement,1978,98198,[1152-1402],[3451-3650],[200000-300000)
10565,4324500180,20140926T000000,182000,3,1,[893-1093],[7279-8029],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],NoBasement,1959,98032,[901-1151],[7251-7650],[100000-200000)
10566,7882600332,20140819T000000,968060,4,2.5,[2501-2701],[14751-21509],1,0,OK,Good,Average Quality And Design,[1540-1789],[916-1066],1950,98033,[2909-3159],[11651-12050],[900000-1000000)
10567,2174503500,20141103T000000,550000,3,1.5,[1295-1495],[5777-6527],1,0,Very Poor,Good,Average Quality And Design,[1290-1539],NoBasement,1960,98040,[1403-1653],[8851-9250],[500000-600000)
10568,8691390770,20141013T000000,733000,4,3.5,[2903-3103],[5777-6527],2,0,Very Poor,OK,Good Quality And Desgin,[3040-3289],NoBasement,2003,98075,[2909-3159],[5251-5650],[700000-800000)
10569,5694500386,20141020T000000,399950,2,2.25,[1094-1294],<=1269,2,0,Very Poor,OK,Good Quality And Desgin,[790-1039],<=160,1999,98103,[901-1151],[1251-1450],[300000-400000)
10570,7628700050,20150309T000000,775000,3,2.5,[2903-3103],[3524-4274],2,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],[614-764],2008,98126,[2156-2406],[4051-4450],[700000-800000)
10571,8581200240,20150429T000000,255000,3,1.75,[1697-1897],[8781-9531],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],[463-613],1978,98023,[1654-1904],[7651-8050],[200000-300000)
10572,3404700080,20141112T000000,476800,3,1.75,[1898-2098],[37541-54862],1.5,0,Very Poor,Good,Bad Quality And Design,[1790-2039],NoBasement,1919,98052,[1905-2155],[13651-14050],[400000-500000)
10573,7202350010,20140725T000000,468000,3,2.25,[1496-1696],[2021-3523],2,0,Very Poor,OK,Average Quality And Design,[1540-1789],NoBasement,2004,98053,[1403-1653],[2651-2850],[400000-500000)
10574,597000593,20141117T000000,403000,2,1.5,[1094-1294],<=1269,2,0,Very Poor,OK,Good Quality And Desgin,[1040-1289],<=160,2009,98144,[1403-1653],[1051-1250],[400000-500000)
10575,3329500060,20140728T000000,305000,4,2.5,[2099-2299],[8781-9531],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],[765-915],1982,98001,[1403-1653],[7651-8050],[300000-400000)
10576,2658000115,20140618T000000,190000,1,1,[692-892],[4275-5025],1,0,Very Poor,OK,Bad Quality And Design,[540-789],NoBasement,1914,98118,[1152-1402],[4851-5250],[100000-200000)
10577,9209900270,20150205T000000,515000,2,1,[893-1093],[3524-4274],1,0,Very Poor,OK,Average Quality And Design,[790-1039],[161-311],1906,98112,[901-1151],[4051-4450],[500000-600000)
10578,2742100009,20140506T000000,385000,3,1.75,[1898-2098],[5026-5776],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],[614-764],1982,98118,[1152-1402],[4851-5250],[300000-400000)
10579,3754500566,20141120T000000,749950,4,2.5,[2300-2500],[2021-3523],2,0,OK,OK,Good Quality And Desgin,[2040-2289],[161-311],2008,98034,[2909-3159],[7251-7650],[700000-800000)
10580,5151600340,20140709T000000,290000,3,1.5,[1898-2098],[14751-21509],1,0,Very Poor,Good,Good Quality And Desgin,[1790-2039],NoBasement,1959,98003,[1905-2155],[12451-12850],[200000-300000)
10581,2917200475,20150323T000000,430000,2,1,[692-892],[6528-7278],1,0,Very Poor,OK,Bad Quality And Design,[540-789],NoBasement,1946,98103,<=900,[6851-7250],[400000-500000)
10582,5727500006,20150427T000000,679990,4,2.75,[3305-3505],[8030-8780],2,0,Very Poor,OK,Good Quality And Desgin,[3290-3539],NoBasement,2014,98133,[1905-2155],[8451-8850],[600000-700000)
10583,3459410230,20141111T000000,590000,3,2.25,[2300-2500],[8781-9531],2,0,Very Poor,Good,Good Quality And Desgin,[2290-2539],NoBasement,1975,98006,[2658-2908],[9651-10050],[500000-600000)
10584,5101404555,20141006T000000,290000,2,1,[893-1093],[5777-6527],1,0,Very Poor,OK,Average Quality And Design,[790-1039],NoBasement,1930,98115,[1152-1402],[6051-6450],[200000-300000)
10585,3820350140,20140827T000000,300000,3,2.5,[1496-1696],[2021-3523],2,0,Very Poor,OK,Average Quality And Design,[1540-1789],NoBasement,2000,98019,[1654-1904],[3251-3450],[300000-400000)
10586,7504021310,20141204T000000,745000,3,2.5,[2903-3103],[11871-14750],1,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],[1067-1217],1995,98074,[2909-3159],[11651-12050],[700000-800000)
10587,1703050200,20140806T000000,648000,4,2.5,[2501-2701],[5026-5776],2,0,Very Poor,OK,Good Quality And Desgin,[2540-2789],NoBasement,2001,98074,[2407-2657],[5251-5650],[600000-700000)
10588,6649900090,20150418T000000,887000,3,2,[2903-3103],[21510-37540],2,0,OK,Good,Good Quality And Desgin,[2290-2539],[463-613],1942,98177,[2407-2657],[7651-8050],[800000-900000)
10589,3343901408,20150128T000000,569888,4,2.5,[2501-2701],[5777-6527],2,0,Very Poor,OK,Good Quality And Desgin,[2540-2789],NoBasement,2014,98056,[1905-2155],[8451-8850],[500000-600000)
10590,3655000070,20140805T000000,220000,4,1.75,[1898-2098],[7279-8029],1,0,Very Poor,OK,Average Quality And Design,[790-1039],[916-1066],1968,98003,[1654-1904],[8051-8450],[200000-300000)
10591,3876311390,20150120T000000,456500,3,2.25,[1898-2098],[8781-9531],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],[614-764],1975,98034,[1905-2155],[7651-8050],[400000-500000)
10592,8092000330,20140528T000000,168500,3,1,[1094-1294],[9532-10282],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],NoBasement,1969,98042,[1403-1653],[10451-10850],[100000-200000)
10593,2322029048,20141119T000000,999000,3,2.75,[2702-2902],>=54863,1,1,Good,Good,Good Quality And Desgin,[1790-2039],[916-1066],1962,98070,[1905-2155],[13651-14050],[900000-1000000)
10594,6190500340,20140509T000000,580000,4,2.5,[2702-2902],[5777-6527],2,0,Very Poor,OK,Good Quality And Desgin,[2790-3039],NoBasement,1998,98028,[2658-2908],[6451-6850],[500000-600000)
10595,5652600427,20150224T000000,420000,4,2,[1697-1897],[5777-6527],1,0,Very Poor,Good,Average Quality And Design,[790-1039],[765-915],1950,98115,[1403-1653],[8051-8450],[400000-500000)
10596,1424059022,20140708T000000,1.15E+06,3,2.5,[3707-3907],[37541-54862],2,0,Very Poor,OK,Very High Quality and Design,[3790-4039],NoBasement,1991,98006,[2909-3159],[8051-8450],[1100000-1200000)
10597,2796100680,20150225T000000,275000,5,2.25,[1697-1897],[10283-11870],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],[614-764],1979,98031,[1654-1904],[7251-7650],[200000-300000)
10598,7772400160,20141024T000000,279950,3,1.75,[1496-1696],[10283-11870],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],[161-311],1965,98155,[1905-2155],[8851-9250],[200000-300000)
10599,1424069044,20140910T000000,450000,3,1,[1094-1294],[37541-54862],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],<=160,1968,98029,[1905-2155],[13651-14050],[400000-500000)
10600,4320200020,20140922T000000,715000,4,3,[1898-2098],[5777-6527],2,0,OK,Good,Good Quality And Desgin,[1540-1789],[161-311],1922,98136,[1905-2155],[6051-6450],[700000-800000)
10601,1018000110,20150423T000000,224000,4,3,[2300-2500],[7279-8029],2,0,Very Poor,Good,Average Quality And Design,[2290-2539],NoBasement,1976,98002,[901-1151],[5651-6050],[200000-300000)
10602,5151200290,20140512T000000,300000,2,1.75,[1295-1495],[8030-8780],1,0,Very Poor,OK,Average Quality And Design,[790-1039],[463-613],1975,98177,[1654-1904],[6451-6850],[300000-400000)
10603,8857320260,20141105T000000,462000,3,2.75,[1697-1897],[2021-3523],2,0,Very Poor,Good,Good Quality And Desgin,[1790-2039],NoBasement,1979,98008,[1654-1904],[2651-2850],[400000-500000)
10604,3630000080,20140606T000000,450000,3,2.5,[1295-1495],[1270-2020],2,0,Very Poor,OK,Good Quality And Desgin,[1290-1539],NoBasement,2005,98029,[1152-1402],[1051-1250],[400000-500000)
10605,5127100190,20140520T000000,290000,3,1.75,[1094-1294],[10283-11870],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],NoBasement,1969,98059,[1403-1653],[9651-10050],[200000-300000)
10606,3438500430,20140521T000000,270000,3,1.75,[1295-1495],[10283-11870],1,0,Very Poor,OK,Bad Quality And Design,[790-1039],[463-613],1957,98106,[1152-1402],[10451-10850],[200000-300000)
10607,4139400910,20140815T000000,740000,4,2.5,[2300-2500],[10283-11870],2,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],NoBasement,1992,98006,[2658-2908],[8051-8450],[700000-800000)
10608,1545807990,20150217T000000,315000,3,1.75,[1697-1897],[10283-11870],1,0,Very Poor,Excellent,Average Quality And Design,[1290-1539],[312-462],1978,98038,[1654-1904],[9251-9650],[300000-400000)
10609,9286000110,20140814T000000,1.36E+06,5,3.75,>=4511,[11871-14750],2,0,OK,OK,Very High Quality and Design,[3540-3789],[1067-1217],2001,98006,>=3913,[13651-14050],[1300000-1400000)
10610,5103300090,20140801T000000,699000,5,2.5,[3305-3505],[21510-37540],2,0,Very Poor,OK,Good Quality And Desgin,[3290-3539],NoBasement,2002,98038,[3411-3661],[13651-14050],[600000-700000)
10611,6821102367,20150429T000000,547000,3,2.5,[1496-1696],[1270-2020],2.5,0,Very Poor,OK,Good Quality And Desgin,[1040-1289],[312-462],2007,98199,[1654-1904],[1451-1650],[500000-600000)
10612,2570600140,20150128T000000,196000,3,2.25,[1496-1696],[9532-10282],1,0,Very Poor,Very Poor,Average Quality And Design,[1040-1289],[312-462],1966,98028,[1654-1904],[10451-10850],[100000-200000)
10613,3918400013,20140701T000000,337000,3,2.25,[1295-1495],<=1269,3,0,Very Poor,OK,Good Quality And Desgin,[1290-1539],NoBasement,2006,98133,[1403-1653],[1251-1450],[300000-400000)
10614,325059171,20140505T000000,900000,3,1,[1295-1495],>=54863,1,0,Very Poor,OK,Average Quality And Design,[1290-1539],NoBasement,1928,98033,[1152-1402],[13651-14050],[900000-1000000)
10615,6056111350,20150512T000000,439000,3,2.25,[1295-1495],[2021-3523],2,0,Very Poor,OK,Good Quality And Desgin,[1290-1539],NoBasement,2012,98108,[1152-1402],[1851-2050],[400000-500000)
10616,8944300110,20150108T000000,218250,3,1,[1094-1294],[7279-8029],1,0,Very Poor,OK,Average Quality And Design,[790-1039],[161-311],1967,98023,[1152-1402],[7251-7650],[200000-300000)
10617,3897100640,20141103T000000,825000,3,2.25,[2501-2701],[7279-8029],2,0,Very Poor,Good,Good Quality And Desgin,[1540-1789],[916-1066],1990,98033,[2407-2657],[9651-10050],[800000-900000)
10618,3629920860,20150105T000000,729000,4,2.5,[2501-2701],[5026-5776],2,0,Very Poor,OK,Good Quality And Desgin,[2540-2789],NoBasement,2003,98029,[2909-3159],[5251-5650],[700000-800000)
10619,6802200100,20150115T000000,271900,3,2,[1295-1495],[8030-8780],2,0,Very Poor,Good,Average Quality And Design,[1290-1539],NoBasement,1991,98022,[1403-1653],[8451-8850],[200000-300000)
10620,217500135,20150421T000000,450000,4,2.25,[1898-2098],[9532-10282],1,0,Very Poor,OK,Good Quality And Desgin,[1290-1539],[614-764],1959,98133,[1654-1904],[8451-8850],[400000-500000)
10621,7940710070,20140822T000000,394000,3,2.5,[1295-1495],[4275-5025],1,0,Very Poor,OK,Good Quality And Desgin,[1290-1539],NoBasement,1988,98034,[1403-1653],[4051-4450],[300000-400000)
10622,7334600280,20141202T000000,349900,2,1.75,[1496-1696],[8781-9531],1,0,Very Poor,OK,Bad Quality And Design,[790-1039],[463-613],1969,98045,[1403-1653],[10851-11250],[300000-400000)
10623,7658600082,20141114T000000,565000,2,2.5,[1898-2098],[2021-3523],3,0,Very Poor,OK,Good Quality And Desgin,[1790-2039],NoBasement,2009,98144,[1403-1653],[1451-1650],[500000-600000)
10624,9267200345,20140602T000000,342000,2,2.5,[1094-1294],[1270-2020],2,0,Very Poor,OK,Good Quality And Desgin,[540-789],[312-462],2005,98103,[1654-1904],[1251-1450],[300000-400000)
10625,5422570260,20140929T000000,405000,2,2.5,[1697-1897],[5026-5776],2,0,Very Poor,Good,Good Quality And Desgin,[1790-2039],NoBasement,1979,98052,[1654-1904],[5651-6050],[400000-500000)
10626,6911700066,20140604T000000,175000,2,1,<=691,[2021-3523],1,0,Very Poor,OK,Bad Quality And Design,[540-789],NoBasement,1919,98126,<=900,[2851-3050],[100000-200000)
10627,9828200746,20150504T000000,440000,2,1.5,[1094-1294],<=1269,2,0,Very Poor,OK,Good Quality And Desgin,[1040-1289],NoBasement,1970,98122,[901-1151],[1451-1650],[400000-500000)
10628,3793500050,20150303T000000,310000,3,2.5,[1697-1897],[5777-6527],2,0,Very Poor,OK,Average Quality And Design,[1790-2039],NoBasement,2003,98038,[1905-2155],[6451-6850],[300000-400000)
10629,8931100095,20140821T000000,779000,2,2.25,[2099-2299],[5777-6527],1,0,Very Poor,OK,Good Quality And Desgin,[1790-2039],[161-311],1950,98115,[1905-2155],[6851-7250],[700000-800000)
10630,8645540290,20141126T000000,358000,5,2.5,[2300-2500],[8030-8780],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],[1067-1217],1980,98058,[1654-1904],[7651-8050],[300000-400000)
10631,1774200060,20140617T000000,669000,4,2.75,[2501-2701],[21510-37540],2,0,Very Poor,Excellent,Good Quality And Desgin,[2540-2789],NoBasement,1976,98077,[2658-2908],[13651-14050],[600000-700000)
10632,6743700317,20150204T000000,582500,2,1,[1094-1294],[21510-37540],1.5,0,Very Poor,OK,Bad Quality And Design,[1040-1289],NoBasement,1966,98033,[2909-3159],[8051-8450],[500000-600000)
10633,2569500210,20141117T000000,339950,0,2.5,[2099-2299],[8030-8780],2,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],NoBasement,1985,98042,[2407-2657],[8451-8850],[300000-400000)
10634,2658000335,20141027T000000,275000,3,1.25,[1094-1294],[4275-5025],1.5,0,Very Poor,Good,Average Quality And Design,[1040-1289],NoBasement,1913,98118,[1152-1402],[4851-5250],[200000-300000)
10635,4055700345,20140714T000000,497000,3,1.5,[2099-2299],[21510-37540],1,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],[614-764],1956,98034,[3160-3410],[13651-14050],[400000-500000)
10636,7338000850,20140731T000000,183000,3,1.5,[1094-1294],[4275-5025],2,0,Very Poor,Good,Bad Quality And Design,[1040-1289],NoBasement,1985,98002,[1152-1402],[4051-4450],[100000-200000)
10637,7760400350,20141205T000000,232000,3,2,[1094-1294],[11871-14750],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],NoBasement,1994,98042,[1403-1653],[8051-8450],[200000-300000)
10638,9541800075,20140908T000000,685650,3,1.75,[1295-1495],[14751-21509],1,0,Very Poor,Excellent,Good Quality And Desgin,[1290-1539],NoBasement,1958,98005,[1905-2155],[13651-14050],[600000-700000)
10639,8078430030,20140716T000000,560000,3,2.5,[1898-2098],[9532-10282],1,0,Very Poor,OK,Good Quality And Desgin,[1290-1539],[463-613],1989,98074,[1905-2155],[8051-8450],[500000-600000)
10640,3629920300,20141103T000000,425000,3,2.25,[1094-1294],[2021-3523],2,0,Very Poor,OK,Average Quality And Design,[1040-1289],NoBasement,2003,98029,[1403-1653],[2851-3050],[400000-500000)
10641,1683400165,20150430T000000,853800,7,4,[2903-3103],[2021-3523],2,0,Very Poor,OK,Good Quality And Desgin,[1790-2039],[916-1066],1927,98144,[1905-2155],[4051-4450],[800000-900000)
10642,5706200020,20150206T000000,455000,5,2,[1697-1897],[11871-14750],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],[614-764],1969,98027,[1654-1904],[13651-14050],[400000-500000)
10643,3908100020,20140803T000000,540000,4,1,[1295-1495],[5026-5776],1.5,0,Very Poor,Excellent,Average Quality And Design,[1290-1539],NoBasement,1951,98115,[1403-1653],[5651-6050],[500000-600000)
10644,6064800410,20140730T000000,300000,3,2.25,[1898-2098],[1270-2020],2,0,Very Poor,OK,Average Quality And Design,[1540-1789],[161-311],2003,98118,[1654-1904],[1851-2050],[300000-400000)
10645,1354600160,20140509T000000,312000,4,2.25,[1898-2098],[7279-8029],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],[463-613],1984,98031,[1654-1904],[6851-7250],[300000-400000)
10646,806800110,20140801T000000,275000,3,2.5,[2903-3103],[5777-6527],2,0,Very Poor,OK,Average Quality And Design,[2790-3039],NoBasement,2003,98092,[2658-2908],[5251-5650],[200000-300000)
10647,868000305,20140617T000000,554000,4,1,[1094-1294],[6528-7278],1.5,0,Very Poor,OK,Average Quality And Design,[1040-1289],NoBasement,1946,98177,[1152-1402],[6851-7250],[500000-600000)
10648,431500155,20141024T000000,640000,5,1.75,[1898-2098],[6528-7278],1,0,Very Poor,OK,Good Quality And Desgin,[1040-1289],[765-915],1956,98115,[1905-2155],[6451-6850],[600000-700000)
10649,7977201707,20140523T000000,526000,3,1.75,[1496-1696],[2021-3523],1,0,Very Poor,OK,Average Quality And Design,[790-1039],[614-764],1992,98115,[1654-1904],[4051-4450],[500000-600000)
10650,7466900320,20150304T000000,242000,3,1.75,[1295-1495],[9532-10282],1,0,Very Poor,Good,Average Quality And Design,[1290-1539],NoBasement,1962,98003,[1152-1402],[9251-9650],[200000-300000)
10651,6329000380,20140619T000000,319950,2,1,[893-1093],[8030-8780],1,0,Very Poor,OK,Average Quality And Design,[790-1039],NoBasement,1939,98146,[2156-2406],[9651-10050],[300000-400000)
10652,3750607974,20140509T000000,280000,4,2,[2099-2299],[11871-14750],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],[916-1066],1977,98001,[2156-2406],[13651-14050],[200000-300000)
